Asset_ID,Category,Manufacturer,Model,Location,Status,Purchase_Date,Warranty_Expiry,Department,Owner_Name,Cost_INR
AST-4120,Server,HP,Server-Model-108,On-Prem,Decommissioned,2021-04-28,2029-08-04,Support,Employee-4225,1226
AST-4121,Server,Lenovo,Server-Model-253,Data Center,Under Maintenance,2022-05-02,2027-10-03,HR,Employee-1170,2535
AST-4122,Server,Lenovo,Server-Model-778,Cloud AWS,Active,2021-03-14,2027-12-23,Sales,Employee-1044,1974
AST-4123,Server,IBM,Server-Model-978,Branch Office 1,Decommissioned,2022-09-22,2029-09-28,Operations,Employee-3549,1077
AST-4124,Server,HP,Server-Model-355,On-Prem,Active,2024-06-19,2028-05-12,Operations,Employee-166,3937
AST-4125,Server,Dell,Server-Model-815,Branch Office 2,Inactive,2024-11-18,2031-02-08,HR,Employee-229,4351
AST-4126,Server,Lenovo,Server-Model-273,On-Prem,Decommissioned,2025-10-20,2027-07-23,IT,Employee-4551,4889
AST-4127,Server,IBM,Server-Model-802,On-Prem,Active,2023-07-04,2029-12-05,Operations,Employee-3143,4361
AST-4128,Server,Lenovo,Server-Model-532,Cloud,Active,2025-08-26,2030-10-03,Finance,Employee-961,4381
AST-4129,Server,IBM,Server-Model-713,Data Center,Active,2023-10-31,2028-12-15,IT,Employee-4324,3320
AST-4130,Server,Oracle,Server-Model-367,Data Center,Inactive,2024-08-16,2027-03-17,IT,Employee-1024,3743
AST-4131,Server,Dell,Server-Model-541,Branch Office 1,Inactive,2025-08-14,2029-10-30,HR,Employee-4297,1562
AST-4132,Server,Dell,Server-Model-256,Data Center,Decommissioned,2024-11-30,2029-08-22,Sales,Employee-3833,3414
AST-4133,Server,Lenovo,Server-Model-655,Branch Office 2,Active,2025-11-08,2030-12-24,Marketing,Employee-1973,2623
AST-4134,Server,HP,Server-Model-110,Data Center,Under Maintenance,2025-10-31,2030-11-11,Marketing,Employee-3697,4429
AST-4135,Server,Oracle,Server-Model-674,Data Center,Under Maintenance,2022-11-26,2029-02-08,Sales,Employee-1218,4404
AST-4136,Server,Lenovo,Server-Model-525,On-Prem,Decommissioned,2024-01-26,2029-08-12,Sales,Employee-4913,2398
AST-4137,Server,Lenovo,Server-Model-463,Cloud AWS,Active,2024-11-03,2027-11-06,HR,Employee-2597,865
AST-4138,Server,IBM,Server-Model-659,Branch Office 1,Inactive,2021-07-20,2029-11-03,Support,Employee-1690,676
AST-4139,Server,Lenovo,Server-Model-178,Data Center,Decommissioned,2022-12-17,2030-01-07,IT,Employee-3331,1250
AST-4140,Server,IBM,Server-Model-376,Branch Office 1,Under Maintenance,2025-08-09,2029-08-07,Finance,Employee-2461,3725
AST-4141,Server,Dell,Server-Model-789,On-Prem,Decommissioned,2023-02-15,2027-09-17,Sales,Employee-240,4568
AST-4142,Server,IBM,Server-Model-984,Branch Office 2,Decommissioned,2025-06-13,2029-01-11,Marketing,Employee-1253,1563
AST-4143,Server,IBM,Server-Model-990,Branch Office 1,Inactive,2023-04-07,2027-08-21,Sales,Employee-4806,3615
AST-4144,Server,Dell,Server-Model-546,Cloud AWS,Decommissioned,2025-09-28,2028-03-31,HR,Employee-1267,3780
AST-4145,Server,Lenovo,Server-Model-514,Branch Office 1,Decommissioned,2022-04-16,2029-11-04,Sales,Employee-659,2068
AST-4146,Server,HP,Server-Model-293,On-Prem,Under Maintenance,2025-09-13,2028-11-27,Sales,Employee-287,2898
AST-4147,Server,Oracle,Server-Model-589,Cloud,Active,2022-03-20,2029-01-31,HR,Employee-3622,1839
AST-4148,Server,Dell,Server-Model-918,Branch Office 2,Under Maintenance,2022-07-19,2030-05-19,IT,Employee-3852,3343
AST-4149,Server,Dell,Server-Model-643,Branch Office 1,Under Maintenance,2023-12-31,2029-01-27,HR,Employee-3082,3134
AST-4150,Server,IBM,Server-Model-830,On-Prem,Under Maintenance,2021-04-29,2029-02-26,Sales,Employee-4568,2664
AST-4151,Server,IBM,Server-Model-294,Branch Office 1,Inactive,2024-07-05,2027-04-02,IT,Employee-4550,2086
AST-4152,Server,Dell,Server-Model-767,Cloud AWS,Active,2025-09-28,2029-12-22,Finance,Employee-1604,4248
AST-4153,Server,Dell,Server-Model-971,Branch Office 2,Inactive,2022-12-03,2029-01-19,IT,Employee-3711,1820
AST-4154,Server,Dell,Server-Model-469,Data Center,Active,2021-07-24,2029-11-03,IT,Employee-366,1814
AST-4155,Server,HP,Server-Model-471,Branch Office 2,Active,2024-07-09,2027-11-20,Marketing,Employee-3911,3045
AST-4156,Server,Oracle,Server-Model-419,Cloud AWS,Under Maintenance,2022-06-01,2028-07-17,Support,Employee-2458,1428
AST-4157,Server,Lenovo,Server-Model-703,Branch Office 1,Under Maintenance,2024-11-24,2029-04-18,IT,Employee-4988,2431
AST-4158,Server,IBM,Server-Model-880,Branch Office 2,Inactive,2021-03-19,2030-04-19,IT,Employee-2576,1495
AST-4159,Server,Lenovo,Server-Model-707,Branch Office 1,Inactive,2021-05-10,2029-06-25,Finance,Employee-4617,2197
AST-4160,Server,IBM,Server-Model-918,Data Center,Active,2021-05-22,2029-03-02,Operations,Employee-291,4367
AST-4161,Server,Dell,Server-Model-127,On-Prem,Inactive,2021-08-05,2030-12-10,Operations,Employee-123,2797
AST-4162,Server,Lenovo,Server-Model-128,Branch Office 1,Under Maintenance,2022-01-23,2028-12-12,Sales,Employee-1358,4628
AST-4163,Server,Oracle,Server-Model-129,Cloud AWS,Under Maintenance,2024-12-19,2028-05-25,Marketing,Employee-3440,2075
AST-4164,Server,Oracle,Server-Model-887,Branch Office 2,Under Maintenance,2022-06-09,2029-04-27,Sales,Employee-3566,2510
AST-4165,Server,Lenovo,Server-Model-337,Data Center,Under Maintenance,2024-08-01,2027-05-04,IT,Employee-1304,241
AST-4166,Server,Dell,Server-Model-282,Branch Office 1,Inactive,2023-01-04,2028-04-27,Finance,Employee-259,4879
AST-4167,Server,HP,Server-Model-791,On-Prem,Under Maintenance,2025-04-01,2030-12-15,Support,Employee-4683,456
AST-4168,Server,Lenovo,Server-Model-288,Branch Office 2,Active,2023-04-14,2028-04-08,Support,Employee-4722,4462
AST-4169,Server,HP,Server-Model-838,On-Prem,Under Maintenance,2022-04-04,2028-01-15,Operations,Employee-556,3151
AST-4170,Server,HP,Server-Model-975,Branch Office 2,Inactive,2022-05-31,2028-09-30,Sales,Employee-970,4673
AST-4171,Server,Oracle,Server-Model-210,Cloud,Decommissioned,2021-12-16,2028-05-20,Support,Employee-4110,848
AST-4172,Server,Lenovo,Server-Model-406,Cloud,Decommissioned,2023-11-13,2030-05-12,HR,Employee-1442,3978
AST-4173,Server,IBM,Server-Model-397,Cloud,Decommissioned,2021-04-26,2027-11-09,Operations,Employee-869,3561
AST-4174,Server,HP,Server-Model-475,Branch Office 2,Inactive,2025-10-10,2028-01-15,Operations,Employee-374,4239
AST-4175,Server,Lenovo,Server-Model-825,On-Prem,Decommissioned,2022-12-28,2029-02-09,Operations,Employee-2900,3960
AST-4176,Server,IBM,Server-Model-819,Cloud,Inactive,2024-03-21,2029-10-28,Sales,Employee-2024,861
AST-4177,Server,HP,Server-Model-655,On-Prem,Inactive,2023-10-28,2029-03-30,HR,Employee-4742,2241
AST-4178,Server,HP,Server-Model-447,Data Center,Inactive,2023-06-05,2030-05-23,HR,Employee-2275,789
AST-4179,Server,Oracle,Server-Model-714,Cloud AWS,Active,2022-06-05,2030-06-11,Finance,Employee-2357,2337
AST-4180,Server,Lenovo,Server-Model-805,Branch Office 1,Under Maintenance,2021-08-16,2027-11-28,Finance,Employee-2513,432
AST-4181,Server,HP,Server-Model-481,Branch Office 1,Under Maintenance,2025-02-28,2028-06-30,Support,Employee-3595,1895
AST-4182,Server,Oracle,Server-Model-548,Cloud,Decommissioned,2024-12-29,2029-03-09,HR,Employee-814,4607
AST-4183,Server,Oracle,Server-Model-565,Branch Office 2,Active,2022-01-26,2029-02-25,Support,Employee-400,680
AST-4184,Server,Lenovo,Server-Model-558,Cloud AWS,Active,2023-02-10,2029-07-12,Finance,Employee-958,4307
AST-4185,Server,Oracle,Server-Model-739,Cloud,Decommissioned,2024-09-13,2029-03-12,Support,Employee-2863,4650
AST-4186,Server,Dell,Server-Model-955,Cloud,Decommissioned,2021-09-08,2027-04-05,Marketing,Employee-3961,293
AST-4187,Server,Lenovo,Server-Model-264,On-Prem,Under Maintenance,2025-04-15,2027-04-09,Marketing,Employee-1214,2724
AST-4188,Server,Oracle,Server-Model-596,Branch Office 1,Under Maintenance,2022-11-16,2030-11-27,IT,Employee-1736,4324
AST-4189,Server,Dell,Server-Model-329,On-Prem,Inactive,2025-01-31,2030-10-09,Operations,Employee-3571,2448
AST-4190,Server,Dell,Server-Model-788,Data Center,Decommissioned,2023-12-19,2027-11-13,Operations,Employee-1949,1014
AST-4191,Server,IBM,Server-Model-512,Branch Office 2,Active,2024-04-18,2028-04-20,Finance,Employee-1669,298
AST-4192,Server,HP,Server-Model-158,Data Center,Inactive,2025-10-20,2030-03-01,Marketing,Employee-4412,444
AST-4193,Server,Dell,Server-Model-892,Cloud,Inactive,2021-11-19,2028-01-30,HR,Employee-4147,4643
AST-4194,Server,Oracle,Server-Model-347,Data Center,Decommissioned,2023-04-28,2030-04-08,IT,Employee-3258,1021
AST-4195,Server,IBM,Server-Model-727,Cloud,Active,2025-08-31,2029-12-02,Support,Employee-1870,1528
AST-4196,Server,Lenovo,Server-Model-967,Branch Office 2,Active,2022-01-14,2028-03-16,Operations,Employee-1513,720
AST-4197,Server,Oracle,Server-Model-498,On-Prem,Decommissioned,2021-07-06,2028-05-31,Sales,Employee-4002,2173
AST-4198,Server,Dell,Server-Model-830,Cloud AWS,Inactive,2026-02-09,2029-06-13,Marketing,Employee-4882,3085
AST-4199,Server,Lenovo,Server-Model-213,On-Prem,Decommissioned,2022-08-21,2029-08-08,Support,Employee-4232,4633
AST-4200,Server,Oracle,Server-Model-975,Branch Office 2,Decommissioned,2021-10-02,2030-10-08,Sales,Employee-3630,1614
AST-4201,Server,IBM,Server-Model-992,Branch Office 2,Active,2025-01-03,2027-11-20,Finance,Employee-304,4108
AST-4202,Server,Oracle,Server-Model-232,Data Center,Active,2023-05-06,2028-04-05,Operations,Employee-2220,4150
AST-4203,Server,Dell,Server-Model-200,Data Center,Under Maintenance,2026-02-04,2030-10-26,Support,Employee-4180,2145
AST-4204,Server,HP,Server-Model-355,Cloud AWS,Decommissioned,2026-01-14,2027-10-05,Finance,Employee-1471,4774
AST-4205,Server,HP,Server-Model-797,Branch Office 2,Under Maintenance,2023-09-12,2030-10-03,Operations,Employee-3599,1732
AST-4206,Server,IBM,Server-Model-801,Branch Office 2,Inactive,2021-03-30,2030-04-15,IT,Employee-4743,2549
AST-4207,Server,Dell,Server-Model-474,Cloud AWS,Active,2025-07-20,2028-01-13,Finance,Employee-3944,2853
AST-4208,Server,Lenovo,Server-Model-257,Cloud AWS,Decommissioned,2025-10-17,2031-01-16,Marketing,Employee-2134,4842
AST-4209,Server,HP,Server-Model-162,Branch Office 1,Decommissioned,2021-04-18,2030-09-05,IT,Employee-3282,1328
AST-4210,Server,HP,Server-Model-786,Data Center,Under Maintenance,2022-08-12,2029-04-18,Support,Employee-2142,2520
AST-4211,Server,Lenovo,Server-Model-491,Cloud AWS,Active,2024-05-12,2030-11-10,Operations,Employee-4820,830
AST-4212,Server,Dell,Server-Model-340,Cloud,Under Maintenance,2022-06-28,2030-06-08,HR,Employee-2514,1244
AST-4213,Server,HP,Server-Model-242,Cloud,Active,2022-04-14,2027-09-14,Operations,Employee-3276,2130
AST-4214,Server,Oracle,Server-Model-774,Cloud AWS,Under Maintenance,2022-12-20,2030-02-04,Marketing,Employee-2345,3756
AST-4215,Server,IBM,Server-Model-674,On-Prem,Inactive,2023-03-18,2029-12-27,Finance,Employee-523,4183
AST-4216,Server,HP,Server-Model-750,On-Prem,Active,2025-03-06,2029-05-02,IT,Employee-2986,528
AST-4217,Server,IBM,Server-Model-410,On-Prem,Under Maintenance,2023-08-08,2030-12-19,IT,Employee-2170,1345
AST-4218,Server,HP,Server-Model-307,Branch Office 2,Inactive,2024-09-24,2030-06-19,HR,Employee-549,3694
AST-4219,Server,Dell,Server-Model-392,Branch Office 1,Decommissioned,2025-09-26,2027-05-28,HR,Employee-302,4333
AST-4220,Server,IBM,Server-Model-842,Branch Office 2,Active,2025-04-25,2028-12-04,Support,Employee-4178,3091
AST-4221,Server,IBM,Server-Model-163,Cloud AWS,Decommissioned,2023-05-19,2028-07-23,HR,Employee-1974,2631
AST-4222,Server,Dell,Server-Model-313,Cloud,Inactive,2022-04-06,2029-12-25,Marketing,Employee-1123,2503
AST-4223,Server,Dell,Server-Model-905,Branch Office 2,Under Maintenance,2022-01-23,2030-08-24,HR,Employee-1721,2657
AST-4224,Server,Dell,Server-Model-464,Cloud,Under Maintenance,2023-10-14,2029-08-30,HR,Employee-1686,696
AST-4225,Server,HP,Server-Model-616,Cloud AWS,Under Maintenance,2025-12-15,2027-04-06,Operations,Employee-4083,256
AST-4226,Server,Dell,Server-Model-653,Cloud,Active,2021-08-13,2030-11-23,Sales,Employee-4970,1188
AST-4227,Server,Lenovo,Server-Model-896,Data Center,Active,2023-12-07,2030-06-15,Marketing,Employee-1319,4445
AST-4228,Server,Oracle,Server-Model-794,Data Center,Decommissioned,2022-08-05,2027-03-10,Finance,Employee-318,2315
AST-4229,Server,Lenovo,Server-Model-157,Cloud AWS,Under Maintenance,2021-06-24,2030-01-17,Sales,Employee-4392,1548
AST-4230,Server,IBM,Server-Model-386,Cloud,Under Maintenance,2026-02-13,2030-05-01,Marketing,Employee-4308,2580
AST-4231,Server,Oracle,Server-Model-545,On-Prem,Decommissioned,2023-06-24,2029-10-27,IT,Employee-1062,960
AST-4232,Server,IBM,Server-Model-148,Cloud,Under Maintenance,2026-01-21,2030-06-16,Support,Employee-447,751
AST-4233,Server,Lenovo,Server-Model-307,Cloud AWS,Decommissioned,2025-06-24,2030-10-14,Marketing,Employee-4779,2621
AST-4234,Server,IBM,Server-Model-784,On-Prem,Under Maintenance,2025-10-17,2027-04-08,Operations,Employee-4711,3042
AST-4235,Server,IBM,Server-Model-540,Cloud,Active,2024-12-25,2027-05-09,Operations,Employee-3911,2640
AST-4236,Server,Dell,Server-Model-672,Branch Office 2,Active,2025-02-25,2031-01-03,Marketing,Employee-2219,400
AST-4237,Server,HP,Server-Model-838,Cloud,Under Maintenance,2023-03-20,2028-08-07,Finance,Employee-2430,856
AST-4238,Server,Dell,Server-Model-823,Branch Office 2,Under Maintenance,2022-09-15,2030-07-30,IT,Employee-2277,3038
AST-4239,Server,Dell,Server-Model-394,Branch Office 2,Decommissioned,2025-01-16,2027-06-21,Sales,Employee-3357,2618
AST-4240,Server,Oracle,Server-Model-628,Branch Office 1,Under Maintenance,2025-05-25,2030-09-04,Operations,Employee-1378,2721
AST-4241,Server,IBM,Server-Model-586,Branch Office 1,Decommissioned,2021-08-03,2031-01-11,Marketing,Employee-2501,4904
AST-4242,Server,Dell,Server-Model-641,Branch Office 2,Inactive,2023-04-13,2028-09-30,HR,Employee-4149,2646
AST-4243,Server,Dell,Server-Model-384,Cloud,Active,2023-01-21,2028-08-25,Marketing,Employee-3584,499
AST-4244,Server,Lenovo,Server-Model-505,Cloud AWS,Active,2024-12-17,2028-09-27,Support,Employee-3554,3465
AST-4245,Server,Oracle,Server-Model-549,Cloud,Under Maintenance,2025-05-07,2029-11-16,IT,Employee-4963,2129
AST-4246,Server,Lenovo,Server-Model-888,Cloud,Active,2025-03-20,2029-05-19,HR,Employee-2617,3875
AST-4247,Server,HP,Server-Model-607,Branch Office 2,Active,2024-09-20,2030-10-22,Operations,Employee-3323,1833
AST-4248,Server,Lenovo,Server-Model-574,On-Prem,Inactive,2021-07-28,2027-10-04,IT,Employee-4697,2256
AST-4249,Server,Lenovo,Server-Model-423,Data Center,Active,2022-12-30,2028-01-16,Support,Employee-3165,4158
AST-4250,Server,Dell,Server-Model-786,Branch Office 1,Inactive,2024-09-05,2030-09-19,Sales,Employee-3508,3346
AST-4251,Server,Lenovo,Server-Model-875,On-Prem,Decommissioned,2025-04-01,2029-12-17,IT,Employee-3936,1831
AST-4252,Server,Oracle,Server-Model-475,On-Prem,Decommissioned,2021-03-18,2030-01-05,Operations,Employee-2394,3949
AST-4253,Server,Dell,Server-Model-482,Branch Office 1,Active,2023-08-06,2030-06-08,Support,Employee-677,3944
AST-4254,Server,IBM,Server-Model-650,On-Prem,Decommissioned,2023-03-15,2027-04-19,HR,Employee-1234,1165
AST-4255,Server,Oracle,Server-Model-351,Data Center,Decommissioned,2022-05-03,2029-03-06,Support,Employee-4015,2577
AST-4256,Server,IBM,Server-Model-475,Data Center,Inactive,2022-06-25,2028-11-12,IT,Employee-4713,4996
AST-4257,Server,IBM,Server-Model-962,On-Prem,Active,2021-11-09,2028-03-16,Operations,Employee-2954,519
AST-4258,Server,IBM,Server-Model-376,On-Prem,Decommissioned,2022-10-25,2029-11-16,Support,Employee-1546,1185
AST-4259,Server,IBM,Server-Model-671,Cloud,Under Maintenance,2021-06-06,2031-01-21,IT,Employee-3074,3390
AST-4260,Server,HP,Server-Model-969,Branch Office 2,Decommissioned,2025-01-04,2028-05-26,Marketing,Employee-800,3626
AST-4261,Server,IBM,Server-Model-851,Branch Office 2,Inactive,2022-10-11,2029-01-30,Sales,Employee-1927,1907
AST-4262,Server,IBM,Server-Model-925,Branch Office 1,Active,2023-07-07,2027-07-28,IT,Employee-2575,3777
AST-4263,Server,Dell,Server-Model-226,On-Prem,Active,2022-12-31,2028-02-12,Sales,Employee-726,316
AST-4264,Server,IBM,Server-Model-544,Cloud AWS,Under Maintenance,2023-12-04,2029-04-24,HR,Employee-167,2001
AST-4265,Server,Dell,Server-Model-290,Cloud AWS,Under Maintenance,2024-12-25,2030-12-23,Support,Employee-2343,4720
AST-4266,Server,Dell,Server-Model-169,Cloud AWS,Decommissioned,2025-06-10,2029-06-08,Sales,Employee-1823,4697
AST-4267,Server,HP,Server-Model-694,Cloud,Active,2025-04-15,2029-06-19,Operations,Employee-4768,577
AST-4268,Server,Dell,Server-Model-589,Cloud AWS,Decommissioned,2023-02-24,2027-09-13,Marketing,Employee-4647,3984
AST-4269,Server,HP,Server-Model-907,Branch Office 2,Active,2022-04-01,2029-06-16,Support,Employee-2407,1743
AST-4270,Server,Oracle,Server-Model-819,Data Center,Active,2022-07-03,2030-11-21,Finance,Employee-1114,2399
AST-4271,Server,HP,Server-Model-105,Data Center,Active,2023-10-10,2030-09-28,HR,Employee-3130,2287
AST-4272,Server,Oracle,Server-Model-374,Branch Office 1,Decommissioned,2021-06-27,2029-09-11,Marketing,Employee-1134,3568
AST-4273,Server,HP,Server-Model-837,On-Prem,Inactive,2023-07-26,2029-05-24,Finance,Employee-4516,2013
AST-4274,Server,IBM,Server-Model-680,Data Center,Inactive,2023-09-14,2028-10-31,Support,Employee-3900,4350
AST-4275,Server,Dell,Server-Model-761,On-Prem,Active,2024-11-06,2028-06-23,IT,Employee-2037,1274
AST-4276,Server,HP,Server-Model-694,Data Center,Under Maintenance,2026-02-05,2028-02-05,Operations,Employee-3849,290
AST-4277,Server,Lenovo,Server-Model-443,Branch Office 1,Active,2024-11-30,2030-11-29,Support,Employee-2236,4940
AST-4278,Server,Dell,Server-Model-611,Branch Office 2,Active,2023-11-25,2029-12-20,Finance,Employee-764,3664
AST-4279,Server,Oracle,Server-Model-278,Branch Office 2,Inactive,2023-09-28,2030-02-09,Finance,Employee-4652,3581
AST-4280,Server,HP,Server-Model-156,Cloud AWS,Decommissioned,2023-04-15,2028-09-16,IT,Employee-1749,2601
AST-4281,Server,Dell,Server-Model-464,Branch Office 1,Decommissioned,2024-06-20,2030-07-10,Marketing,Employee-3633,2893
AST-4282,Server,Lenovo,Server-Model-969,Cloud,Active,2024-03-14,2027-05-13,Operations,Employee-1537,3996
AST-4283,Server,Oracle,Server-Model-680,Data Center,Under Maintenance,2024-06-01,2027-05-25,HR,Employee-4026,2478
AST-4284,Server,Lenovo,Server-Model-288,Branch Office 1,Active,2025-08-31,2028-01-10,HR,Employee-3294,4755
AST-4285,Server,Oracle,Server-Model-146,Data Center,Decommissioned,2024-01-14,2030-09-10,Marketing,Employee-1038,1094
AST-4286,Server,Lenovo,Server-Model-544,Branch Office 1,Under Maintenance,2022-10-19,2030-03-10,Support,Employee-2415,1004
AST-4287,Server,Oracle,Server-Model-360,Branch Office 2,Inactive,2026-01-21,2029-10-09,Marketing,Employee-1686,1358
AST-4288,Server,Dell,Server-Model-264,Branch Office 1,Active,2022-04-30,2029-01-09,Operations,Employee-2405,911
AST-4289,Server,HP,Server-Model-329,Cloud,Decommissioned,2022-12-23,2029-09-08,Marketing,Employee-3344,283
AST-4290,Server,IBM,Server-Model-256,On-Prem,Under Maintenance,2021-08-20,2027-03-07,Sales,Employee-4415,2145
AST-4291,Server,Lenovo,Server-Model-416,On-Prem,Under Maintenance,2023-06-18,2028-06-01,HR,Employee-4663,806
AST-4292,Server,IBM,Server-Model-752,Branch Office 1,Inactive,2022-05-19,2030-09-23,Support,Employee-2713,4567
AST-4293,Server,IBM,Server-Model-242,Branch Office 1,Under Maintenance,2024-11-29,2028-02-05,Finance,Employee-129,4242
AST-4294,Server,IBM,Server-Model-252,On-Prem,Under Maintenance,2026-01-26,2028-11-27,HR,Employee-4732,769
AST-4295,Server,Lenovo,Server-Model-229,Cloud AWS,Under Maintenance,2022-03-26,2027-09-23,IT,Employee-4577,1645
AST-4296,Server,Lenovo,Server-Model-806,Branch Office 1,Decommissioned,2025-09-05,2029-10-19,HR,Employee-3415,1674
AST-4297,Server,Oracle,Server-Model-678,Branch Office 1,Active,2025-02-20,2027-10-20,Marketing,Employee-3484,4118
AST-4298,Server,Dell,Server-Model-958,Data Center,Inactive,2024-11-17,2027-09-22,Sales,Employee-1633,1115
AST-4299,Server,Oracle,Server-Model-155,On-Prem,Active,2022-02-26,2029-10-29,IT,Employee-2906,2805
AST-4300,Server,Dell,Server-Model-323,Cloud,Under Maintenance,2026-01-11,2027-07-01,Operations,Employee-1695,1031
AST-4301,Server,IBM,Server-Model-334,Cloud AWS,Decommissioned,2025-12-13,2031-01-20,Support,Employee-343,3758
AST-4302,Server,Dell,Server-Model-476,Cloud,Inactive,2021-10-02,2029-05-16,IT,Employee-5000,665
AST-4303,Server,Oracle,Server-Model-688,Data Center,Active,2023-03-03,2029-02-09,Marketing,Employee-4197,2404
AST-4304,Server,Dell,Server-Model-922,Branch Office 2,Decommissioned,2021-07-10,2030-10-27,Operations,Employee-2010,590
AST-4305,Server,Lenovo,Server-Model-644,Branch Office 1,Decommissioned,2023-10-07,2028-04-02,Operations,Employee-510,4687
AST-4306,Server,HP,Server-Model-932,Cloud AWS,Under Maintenance,2024-10-08,2028-02-02,Sales,Employee-181,4851
AST-4307,Server,Dell,Server-Model-485,On-Prem,Decommissioned,2022-07-11,2028-03-30,Finance,Employee-1100,3838
AST-4308,Server,Lenovo,Server-Model-404,Data Center,Decommissioned,2023-11-12,2030-12-04,IT,Employee-3018,4484
AST-4309,Server,IBM,Server-Model-723,Branch Office 1,Inactive,2023-12-11,2030-10-19,Marketing,Employee-4683,2754
AST-4310,Server,Dell,Server-Model-993,Data Center,Under Maintenance,2024-07-14,2029-09-16,HR,Employee-4750,3630
AST-4311,Server,Dell,Server-Model-180,Data Center,Decommissioned,2022-05-19,2028-12-19,Marketing,Employee-1564,2816
AST-4312,Server,Oracle,Server-Model-393,Cloud,Active,2025-01-22,2031-01-07,Support,Employee-3588,260
AST-4313,Server,HP,Server-Model-575,Cloud AWS,Under Maintenance,2021-12-27,2028-01-03,Marketing,Employee-3747,3599
AST-4314,Server,IBM,Server-Model-794,On-Prem,Decommissioned,2021-07-03,2027-11-15,Operations,Employee-2673,613
AST-4315,Server,IBM,Server-Model-725,Data Center,Active,2023-09-26,2028-11-04,HR,Employee-416,2477
AST-4316,Server,Oracle,Server-Model-582,Data Center,Under Maintenance,2023-09-24,2028-11-30,Finance,Employee-4082,1203
AST-4317,Server,IBM,Server-Model-148,Data Center,Under Maintenance,2025-01-14,2029-06-08,Support,Employee-574,3503
AST-4318,Server,Lenovo,Server-Model-765,Cloud,Active,2023-06-25,2029-05-31,Operations,Employee-3586,1103
AST-4319,Server,Dell,Server-Model-120,On-Prem,Decommissioned,2025-08-05,2028-02-08,HR,Employee-1934,2653
AST-4320,Server,Lenovo,Server-Model-578,Data Center,Active,2021-03-24,2030-05-17,IT,Employee-1851,1958
AST-4321,Server,IBM,Server-Model-409,Data Center,Decommissioned,2021-04-27,2028-11-05,Finance,Employee-1591,1548
AST-4322,Server,HP,Server-Model-510,Branch Office 1,Inactive,2023-01-15,2029-08-05,Sales,Employee-2195,1243
AST-4323,Server,HP,Server-Model-321,Branch Office 1,Decommissioned,2021-05-10,2028-05-17,Support,Employee-4963,3756
AST-4324,Server,HP,Server-Model-776,Branch Office 2,Active,2021-05-08,2028-01-04,Sales,Employee-2383,2681
AST-4325,Server,Lenovo,Server-Model-114,Cloud AWS,Under Maintenance,2023-07-13,2027-07-15,IT,Employee-2287,4862
AST-4326,Server,Oracle,Server-Model-782,On-Prem,Active,2025-08-07,2027-07-12,Support,Employee-3501,1920
AST-4327,Server,Oracle,Server-Model-754,Data Center,Active,2025-03-03,2030-08-13,Sales,Employee-559,2483
AST-4328,Server,Oracle,Server-Model-688,Branch Office 1,Inactive,2025-01-03,2031-01-06,IT,Employee-1958,3194
AST-4329,Server,HP,Server-Model-552,Branch Office 2,Decommissioned,2025-04-06,2027-10-30,HR,Employee-99,2010
AST-4330,Server,Oracle,Server-Model-753,Branch Office 1,Under Maintenance,2025-08-11,2028-05-10,Finance,Employee-156,2734
AST-4331,Server,HP,Server-Model-559,Data Center,Active,2021-11-21,2028-11-09,Support,Employee-735,471
AST-4332,Server,HP,Server-Model-105,Branch Office 1,Active,2021-03-08,2027-09-20,HR,Employee-2131,3265
AST-4333,Server,Dell,Server-Model-473,Cloud AWS,Decommissioned,2022-03-13,2027-10-17,IT,Employee-2192,1357
AST-4334,Server,Oracle,Server-Model-399,Branch Office 2,Inactive,2024-01-06,2031-01-24,Finance,Employee-1923,1920
AST-4335,Server,HP,Server-Model-193,Branch Office 1,Active,2024-04-17,2029-08-31,Marketing,Employee-3865,1543
AST-4336,Server,Lenovo,Server-Model-456,Branch Office 1,Inactive,2023-03-30,2028-05-24,IT,Employee-527,4144
AST-4337,Server,HP,Server-Model-125,Cloud,Inactive,2021-06-01,2027-05-29,Support,Employee-1391,1836
AST-4338,Server,HP,Server-Model-758,Branch Office 2,Inactive,2023-10-20,2027-03-23,Operations,Employee-569,892
AST-4339,Server,Lenovo,Server-Model-479,Cloud,Inactive,2021-11-28,2027-04-12,Operations,Employee-1496,4826
AST-4340,Server,IBM,Server-Model-553,Branch Office 1,Active,2023-03-13,2030-08-24,Sales,Employee-124,544
AST-4341,Server,HP,Server-Model-398,Branch Office 2,Decommissioned,2021-03-16,2027-06-19,Support,Employee-1514,2830
AST-4342,Server,Oracle,Server-Model-533,Data Center,Decommissioned,2024-08-03,2030-05-03,HR,Employee-822,852
AST-4343,Server,HP,Server-Model-970,Cloud AWS,Active,2023-05-17,2030-08-31,Operations,Employee-472,2702
AST-4344,Server,Oracle,Server-Model-761,Branch Office 2,Inactive,2023-04-26,2029-02-26,IT,Employee-383,1220
AST-4345,Server,IBM,Server-Model-724,On-Prem,Decommissioned,2021-05-11,2030-12-15,Sales,Employee-4844,3790
AST-4346,Server,IBM,Server-Model-840,Branch Office 1,Inactive,2023-06-26,2030-11-10,HR,Employee-1843,2252
AST-4347,Server,Oracle,Server-Model-494,Cloud AWS,Active,2022-02-03,2028-02-18,Support,Employee-3278,3924
